document,token,tag
D4,therm,NN
D4,first,JJ
D4,time,NN
D4,since,IN
D4,end,NN
D4,inflation,NN
D4,expect,VBP
D4,jump,NN
D4,come,VBN
D4,month,NN
D4,despite,IN
D4,prediction,NN
D4,appear,VBP
D4,broad,JJ
D4,agreement,NN
D4,bank,NN
D4,leave,VBP
D4,rate,NN
D4,sign,NN
D4,effect,NN
D4,price,NN
D4,shock,NN
D4,feed,VBD
D4,economy,NN
D4,worker,NN
D4,requesting,NN
D4,wage,NN
D4,rise,NN
D4,business,NN
D4,hike,NN
D4,price,NN
D4,accord,NN
D4,oxford,IN
D4,economics,NNS
D4,give,JJ
D4,bank,NN
D4,breathe,VBD
D4,space,NN
D4,add,NN
D4,economist,NN
D4,alexander,NN
D4,harvey,NN
D4,yael,NN
D4,selfin,NN
D4,chief,JJ
D4,economist,NN
D4,kpmg,NNS
D4,say,VBP
D4,outside,JJ
D4,place,NN
D4,economic,JJ
D4,environment,NN
D4,much,RB
D4,weak,JJ
D4,last,JJ
D4,inflation,NN
D4,shock,NN
D4,hit,VBD
D4,world,NN
D4,inflation,NN
D4,reach,NN
D4,record,NN
D4,high,JJ
D4,october,IN
D4,year,NN
D4,interest,NN
D4,rate,NN
D4,already,RB
D4,high,JJ
D4,four,CD
D4,year,NN
D4,ago,RB
D4,add,VB
D4,consumer,NN
D4,somewhat,RB
D4,scar,VBZ
D4,previous,JJ
D4,price,NN
D4,hike,NN
D4,change,NN
D4,spend,NN
D4,also,RB
D4,four,CD
D4,year,NN
D4,ago,RB
D4,business,NN
D4,hire,NN
D4,aggressively,RB
D4,vacancy,NN
D4,record,NN
D4,highs,VBZ
D4,people,NNS
D4,move,VBP
D4,job,NN
D4,normal,JJ
D4,harvey,NNS
D4,say,VBP
D4,economy,NN
D4,reboot,NN
D4,follow,VBP
D4,covid,NN
D4,condition,NN
D4,place,NN
D4,employee,NN
D4,push,NN
D4,significant,JJ
D4,pay,NN
D4,rise,NN
D4,response,NN
D4,significant,JJ
D4,inflation,NN
D4,shock,NNS
D4,say,VBP
D4,stark,JJ
D4,contrast,NN
D4,current,JJ
D4,labour,NN
D4,market,NN
D4,hire,VB
D4,much,JJ
D4,weak,JJ
D4,average,NN
D4,less,RBR
D4,pressure,NN
D4,recruit,NN
D4,give,VBP
D4,employee,NN
D4,less,JJR
D4,leverage,JJ
D4,demand,NN
D4,high,JJ
D4,pay,NN
D5,man,NN
D5,give,VB
D5,jail,JJ
D5,term,NN
D5,france,NN
D5,threaten,NN
D5,kill,VB
D5,female,JJ
D5,primary,JJ
D5,school,NN
D5,teacher,NN
D5,discipline,NN
D5,son,NN
D5,village,NN
D5,primary,JJ
D5,school,NN
D5,sentence,NN
D5,hear,NN
D5,thursday,JJ
D5,six,CD
D5,day,NN
D5,event,NN
D5,unfolded,VBD
D5,fauga,JJ
D5,village,NN
D5,population,NN
D5,outside,IN
D5,southwestern,JJ
D5,city,NN
D5,toulouse,NN
D5,teacher,NN
D5,grant,NN
D5,official,NN
D5,protection,NN
D5,go,VBP
D5,sick,JJ
D5,leave,VBP
D5,french,JJ
D5,education,NN
D5,minister,NN
D5,edouard,NN
D5,geffray,NN
D5,say,VBP
D5,teacher,NN
D5,afraid,JJ
D5,job,NN
D5,attack,NN
D5,one,CD
D5,attack,NN
D5,entire,JJ
D5,institution,NN
D5,summer,NN
D5,geffray,NN
D5,steer,NN
D5,law,NN
D5,aim,NN
D5,protecting,VBG
D5,staff,NN
D5,significant,JJ
D5,risk,NN
D5,safety,NN
D5,health,NN
D5,member,NN
D5,student,NN
D5,family,NN
D5,minister,NN
D5,say,VBP
D5,case,NN
D5,would,MD
D5,trigger,VB
D5,one,CD
D5,first,JJ
D5,use,NN
D5,decree,JJ
D5,case,NN
D5,revive,JJ
D5,terrible,JJ
D5,memory,NN
D5,france,NN
D5,behead,VBD
D5,teacher,RB
D5,paris,JJ
D5,suburb,NN
D5,six,CD
D5,year,NN
D5,ago,RB
D5,samuel,VBD
D5,paty,NN
D5,murder,NN
D5,outside,IN
D5,school,NN
D5,chechen,NN
D5,refugee,NN
D5,fauga,NN
D5,teacher,NN
D5,colleague,NN
D5,work,NN
D5,monday,NN
D5,happen,VB
D5,previous,JJ
D5,friday,JJ
D5,threat,NN
D5,make,VBP
D5,man,NN
D5,call,NN
D5,chat,WP
D5,school,NN
D5,accord,NN
D5,toulouse,IN
D5,education,NN
D5,chief,NN
D5,karim,JJ
D5,benmiloud,NN
D5,fauga,NN
D5,mayor,NN
D5,puig,NN
D5,tell,NN
D5,bfmtv,NN
D5,man,NN
D5,son,NN
D5,disruptive,JJ
D5,class,NN
D5,teacher,NN
D5,send,VB
D5,another,DT
D5,class,NN
D5,calm,NN
D5,although,IN
D5,continued,JJ
D5,misbehave,VBP
D5,threaten,VBN
D5,father,NN
D5,accord,NN
D5,mayor,NN
D5,wait,NN
D5,outside,IN
D5,school,NN
D5,apparently,RB
D5,threaten,JJ
D5,cut,VBN
D5,head,NN
D5,man,NN
D5,parent,NN
D5,subsequently,RB
D5,apologise,RB
D5,however,RB
D5,judicial,JJ
D5,complaint,NN
D5,make,VBP
D5,go,VB
D5,prosecutor,NN
D5,toulouse,IN
D5,thursday,JJ
D5,afternoon,NN
D5,decree,NN
D5,pass,NN
D5,july,NN
D5,allow,JJ
D5,student,NN
D5,transfer,NN
D5,another,DT
D5,school,NN
D5,case,NN
D5,involve,VB
D5,significant,JJ
D5,risk,NN
D5,staff,NN
D5,education,NN
D5,authority,NN
D5,intervene,NN
D5,think,VBP
D5,boy,IN
D5,young,JJ
D5,sister,NN
D5,may,MD
D5,move,VB
D5,another,DT
D5,school,NN
D5,outside,IN
D5,fauga,NN
