pair,group,first,second,path,wup,path_synsets,wup_synsets
assignment,house synonyms × train synonyms,mansion,power_train,0.090909,0.5,mansion.n.02; gearing.n.01,mansion.n.02; gearing.n.01
assignment,house synonyms × train synonyms,mansion,rail,0.142857,0.666667,mansion.n.02; railing.n.01,mansion.n.02; railing.n.01
assignment,house synonyms × train synonyms,mansion,school,0.25,0.823529,mansion.n.02; school.n.02,mansion.n.02; school.n.02
assignment,house synonyms × train synonyms,mansion,trail,0.166667,0.615385,sign_of_the_zodiac.n.01; trail.n.01,sign_of_the_zodiac.n.01; trail.n.01
assignment,house synonyms × train synonyms,mansion,wagon_train,0.090909,0.166667,sign_of_the_zodiac.n.01; caravan.n.01,sign_of_the_zodiac.n.01; caravan.n.01
assignment,house synonyms × train synonyms,menage,aim,0.090909,0.285714,family.n.01; aim.n.02,family.n.01; aim.n.02
assignment,house synonyms × train synonyms,menage,prepare,,,,
assignment,house synonyms × train synonyms,menage,develop,,,,
assignment,house synonyms × train synonyms,menage,direct,,,,
assignment,house synonyms × train synonyms,menage,discipline,0.111111,0.333333,family.n.01; discipline.n.03,family.n.01; discipline.n.03
assignment,house synonyms × train synonyms,menage,educate,,,,
assignment,house synonyms × train synonyms,menage,take,0.071429,0.235294,family.n.01; return.n.06,family.n.01; return.n.06
assignment,house synonyms × train synonyms,menage,coach,0.076923,0.142857,family.n.01; coach.n.01,family.n.01; coach.n.01
assignment,house synonyms × train synonyms,menage,caravan,0.125,0.461538,family.n.01; caravan.n.01,family.n.01; caravan.n.01
assignment,house synonyms × train synonyms,menage,condition,0.111111,0.333333,family.n.01; condition.n.01,family.n.01; condition.n.01
assignment,house synonyms × train synonyms,menage,groom,0.071429,0.133333,family.n.01; groom.n.01,family.n.01; groom.n.01
assignment,house synonyms × train synonyms,menage,railroad_train,0.066667,0.125,family.n.01; train.n.01,family.n.01; train.n.01
assignment,house synonyms × train synonyms,menage,string,0.142857,0.5,family.n.01; string.n.09,family.n.01; string.n.09
assignment,house synonyms × train synonyms,menage,take_aim,,,,
assignment,house synonyms × train synonyms,menage,check,0.1,0.307692,family.n.01; arrest.n.02,family.n.01; arrest.n.02
assignment,house synonyms × train synonyms,menage,civilise,,,,
assignment,house synonyms × train synonyms,menage,civilize,,,,
assignment,house synonyms × train synonyms,menage,cultivate,,,,
assignment,house synonyms × train synonyms,menage,gear,0.071429,0.133333,family.n.01; gear.n.04,family.n.01; gear.n.04
assignment,house synonyms × train synonyms,menage,gearing,0.058824,0.111111,family.n.01; gearing.n.01,family.n.01; gearing.n.01
assignment,house synonyms × train synonyms,menage,geartrain,0.058824,0.111111,family.n.01; gearing.n.01,family.n.01; gearing.n.01
assignment,house synonyms × train synonyms,menage,power_train,0.058824,0.111111,family.n.01; gearing.n.01,family.n.01; gearing.n.01
assignment,house synonyms × train synonyms,menage,rail,0.111111,0.555556,family.n.01; rail.n.02,family.n.01; rail.n.02
assignment,house synonyms × train synonyms,menage,school,0.166667,0.666667,family.n.01; school.n.01,family.n.01; school.n.01
assignment,house synonyms × train synonyms,menage,trail,0.090909,0.285714,family.n.01; lead.n.03,family.n.01; lead.n.03
assignment,house synonyms × train synonyms,menage,wagon_train,0.125,0.461538,family.n.01; caravan.n.01,family.n.01; caravan.n.01
assignment,house synonyms × train synonyms,planetary_house,aim,0.142857,0.571429,sign_of_the_zodiac.n.01; bearing.n.02,sign_of_the_zodiac.n.01; bearing.n.02
assignment,house synonyms × train synonyms,planetary_house,prepare,,,,
assignment,house synonyms × train synonyms,planetary_house,develop,,,,
assignment,house synonyms × train synonyms,planetary_house,direct,,,,
assignment,house synonyms × train synonyms,planetary_house,discipline,0.1,0.181818,sign_of_the_zodiac.n.01; discipline.n.03,sign_of_the_zodiac.n.01; discipline.n.03
assignment,house synonyms × train synonyms,planetary_house,educate,,,,
assignment,house synonyms × train synonyms,planetary_house,take,0.066667,0.125,sign_of_the_zodiac.n.01; return.n.06,sign_of_the_zodiac.n.01; return.n.06
assignment,house synonyms × train synonyms,planetary_house,coach,0.1,0.4,sign_of_the_zodiac.n.01; bus.n.01,sign_of_the_zodiac.n.01; bus.n.01
assignment,house synonyms × train synonyms,planetary_house,caravan,0.090909,0.333333,sign_of_the_zodiac.n.01; caravan.n.01,sign_of_the_zodiac.n.01; van.n.04
assignment,house synonyms × train synonyms,planetary_house,condition,0.1,0.181818,sign_of_the_zodiac.n.01; condition.n.01,sign_of_the_zodiac.n.01; condition.n.01
assignment,house synonyms × train synonyms,planetary_house,groom,0.090909,0.375,sign_of_the_zodiac.n.01; groom.n.01,sign_of_the_zodiac.n.01; groom.n.01
assignment,house synonyms × train synonyms,planetary_house,railroad_train,0.1,0.4,sign_of_the_zodiac.n.01; train.n.01,sign_of_the_zodiac.n.01; train.n.01
assignment,house synonyms × train synonyms,planetary_house,string,0.111111,0.428571,sign_of_the_zodiac.n.01; string.n.01,sign_of_the_zodiac.n.01; string.n.01
assignment,house synonyms × train synonyms,planetary_house,take_aim,,,,
assignment,house synonyms × train synonyms,planetary_house,check,0.1,0.4,sign_of_the_zodiac.n.01; check.n.10,sign_of_the_zodiac.n.01; check.n.10
assignment,house synonyms × train synonyms,planetary_house,civilise,,,,
assignment,house synonyms × train synonyms,planetary_house,civilize,,,,
assignment,house synonyms × train synonyms,planetary_house,cultivate,,,,
assignment,house synonyms × train synonyms,planetary_house,gear,0.111111,0.428571,sign_of_the_zodiac.n.01; gear.n.04,sign_of_the_zodiac.n.01; gear.n.04
assignment,house synonyms × train synonyms,planetary_house,gearing,0.083333,0.352941,sign_of_the_zodiac.n.01; gearing.n.01,sign_of_the_zodiac.n.01; gearing.n.01
assignment,house synonyms × train synonyms,planetary_house,geartrain,0.083333,0.352941,sign_of_the_zodiac.n.01; gearing.n.01,sign_of_the_zodiac.n.01; gearing.n.01
assignment,house synonyms × train synonyms,planetary_house,power_train,0.083333,0.352941,sign_of_the_zodiac.n.01; gearing.n.01,sign_of_the_zodiac.n.01; gearing.n.01
assignment,house synonyms × train synonyms,planetary_house,rail,0.1,0.4,sign_of_the_zodiac.n.01; rail.n.04,sign_of_the_zodiac.n.01; rail.n.04
assignment,house synonyms × train synonyms,planetary_house,school,0.111111,0.428571,sign_of_the_zodiac.n.01; school.n.02,sign_of_the_zodiac.n.01; school.n.02
assignment,house synonyms × train synonyms,planetary_house,trail,0.166667,0.615385,sign_of_the_zodiac.n.01; trail.n.01,sign_of_the_zodiac.n.01; trail.n.01
assignment,house synonyms × train synonyms,planetary_house,wagon_train,0.090909,0.166667,sign_of_the_zodiac.n.01; caravan.n.01,sign_of_the_zodiac.n.01; caravan.n.01
assignment,house synonyms × train synonyms,put_up,aim,0.2,0.5,post.v.10; aim.v.01,post.v.10; aim.v.01
assignment,house synonyms × train synonyms,put_up,prepare,0.333333,0.75,can.v.01; cook.v.02,can.v.01; cook.v.02
assignment,house synonyms × train synonyms,put_up,develop,0.2,0.5,post.v.10; develop.v.16,post.v.10; develop.v.16
assignment,house synonyms × train synonyms,put_up,direct,0.25,0.5,raise.v.09; direct.v.03,post.v.10; aim.v.01
assignment,house synonyms × train synonyms,put_up,discipline,0.166667,0.285714,put_up.v.02; discipline.v.02,put_up.v.02; discipline.v.02
assignment,house synonyms × train synonyms,put_up,educate,0.142857,0.25,put_up.v.02; educate.v.01,put_up.v.02; educate.v.01
assignment,house synonyms × train synonyms,put_up,take,0.333333,0.666667,nominate.v.01; choose.v.01,nominate.v.01; choose.v.01
assignment,house synonyms × train synonyms,put_up,coach,0.1,0.181818,digest.v.03; coach.v.01,put_up.v.02; coach.v.01
assignment,house synonyms × train synonyms,put_up,caravan,0.166667,0.285714,put_up.v.02; caravan.v.01,put_up.v.02; caravan.v.01
assignment,house synonyms × train synonyms,put_up,condition,0.142857,0.25,put_up.v.02; condition.v.04,put_up.v.02; condition.v.04
assignment,house synonyms × train synonyms,put_up,groom,0.125,0.222222,put_up.v.02; dress.v.15,put_up.v.02; dress.v.15
assignment,house synonyms × train synonyms,put_up,railroad_train,,,,
assignment,house synonyms × train synonyms,put_up,string,0.2,0.5,post.v.10; string.v.01,post.v.10; string.v.01
assignment,house synonyms × train synonyms,put_up,take_aim,0.2,0.5,post.v.10; aim.v.01,post.v.10; aim.v.01
assignment,house synonyms × train synonyms,put_up,check,0.2,0.333333,put_up.v.02; check.v.08,put_up.v.02; check.v.08
assignment,house synonyms × train synonyms,put_up,civilise,0.166667,0.285714,put_up.v.02; civilize.v.02,put_up.v.02; civilize.v.02
assignment,house synonyms × train synonyms,put_up,civilize,0.166667,0.285714,put_up.v.02; civilize.v.02,put_up.v.02; civilize.v.02
assignment,house synonyms × train synonyms,put_up,cultivate,0.2,0.333333,put_up.v.02; cultivate.v.01,put_up.v.02; cultivate.v.01
assignment,house synonyms × train synonyms,put_up,gear,0.142857,0.25,put_up.v.02; gear.v.01,put_up.v.02; gear.v.01
assignment,house synonyms × train synonyms,put_up,gearing,0.142857,0.25,put_up.v.02; gear.v.01,put_up.v.02; gear.v.01
assignment,house synonyms × train synonyms,put_up,geartrain,,,,
assignment,house synonyms × train synonyms,put_up,power_train,,,,
assignment,house synonyms × train synonyms,put_up,rail,0.25,0.666667,house.v.02; rail.v.03,house.v.02; rail.v.03
assignment,house synonyms × train synonyms,put_up,school,0.142857,0.25,put_up.v.02; school.v.03,put_up.v.02; school.v.03
assignment,house synonyms × train synonyms,put_up,trail,0.2,0.333333,put_up.v.02; trail.v.04,put_up.v.02; trail.v.04
assignment,house synonyms × train synonyms,put_up,wagon_train,,,,
assignment,house synonyms × train synonyms,sign_of_the_zodiac,aim,0.142857,0.571429,sign_of_the_zodiac.n.01; bearing.n.02,sign_of_the_zodiac.n.01; bearing.n.02
assignment,house synonyms × train synonyms,sign_of_the_zodiac,prepare,,,,
assignment,house synonyms × train synonyms,sign_of_the_zodiac,develop,,,,
assignment,house synonyms × train synonyms,sign_of_the_zodiac,direct,,,,
assignment,house synonyms × train synonyms,sign_of_the_zodiac,discipline,0.1,0.181818,sign_of_the_zodiac.n.01; discipline.n.03,sign_of_the_zodiac.n.01; discipline.n.03
assignment,house synonyms × train synonyms,sign_of_the_zodiac,educate,,,,
assignment,house synonyms × train synonyms,sign_of_the_zodiac,take,0.066667,0.125,sign_of_the_zodiac.n.01; return.n.06,sign_of_the_zodiac.n.01; return.n.06
assignment,house synonyms × train synonyms,sign_of_the_zodiac,coach,0.1,0.4,sign_of_the_zodiac.n.01; bus.n.01,sign_of_the_zodiac.n.01; bus.n.01
assignment,house synonyms × train synonyms,sign_of_the_zodiac,caravan,0.090909,0.333333,sign_of_the_zodiac.n.01; caravan.n.01,sign_of_the_zodiac.n.01; van.n.04
assignment,house synonyms × train synonyms,sign_of_the_zodiac,condition,0.1,0.181818,sign_of_the_zodiac.n.01; condition.n.01,sign_of_the_zodiac.n.01; condition.n.01
assignment,house synonyms × train synonyms,sign_of_the_zodiac,groom,0.090909,0.375,sign_of_the_zodiac.n.01; groom.n.01,sign_of_the_zodiac.n.01; groom.n.01
assignment,house synonyms × train synonyms,sign_of_the_zodiac,railroad_train,0.1,0.4,sign_of_the_zodiac.n.01; train.n.01,sign_of_the_zodiac.n.01; train.n.01
assignment,house synonyms × train synonyms,sign_of_the_zodiac,string,0.111111,0.428571,sign_of_the_zodiac.n.01; string.n.01,sign_of_the_zodiac.n.01; string.n.01
assignment,house synonyms × train synonyms,sign_of_the_zodiac,take_aim,,,,
assignment,house synonyms × train synonyms,sign_of_the_zodiac,check,0.1,0.4,sign_of_the_zodiac.n.01; check.n.10,sign_of_the_zodiac.n.01; check.n.10
assignment,house synonyms × train synonyms,sign_of_the_zodiac,civilise,,,,
assignment,house synonyms × train synonyms,sign_of_the_zodiac,civilize,,,,
assignment,house synonyms × train synonyms,sign_of_the_zodiac,cultivate,,,,
assignment,house synonyms × train synonyms,sign_of_the_zodiac,gear,0.111111,0.428571,sign_of_the_zodiac.n.01; gear.n.04,sign_of_the_zodiac.n.01; gear.n.04
assignment,house synonyms × train synonyms,sign_of_the_zodiac,gearing,0.083333,0.352941,sign_of_the_zodiac.n.01; gearing.n.01,sign_of_the_zodiac.n.01; gearing.n.01
assignment,house synonyms × train synonyms,sign_of_the_zodiac,geartrain,0.083333,0.352941,sign_of_the_zodiac.n.01; gearing.n.01,sign_of_the_zodiac.n.01; gearing.n.01
assignment,house synonyms × train synonyms,sign_of_the_zodiac,power_train,0.083333,0.352941,sign_of_the_zodiac.n.01; gearing.n.01,sign_of_the_zodiac.n.01; gearing.n.01
assignment,house synonyms × train synonyms,sign_of_the_zodiac,rail,0.1,0.4,sign_of_the_zodiac.n.01; rail.n.04,sign_of_the_zodiac.n.01; rail.n.04
assignment,house synonyms × train synonyms,sign_of_the_zodiac,school,0.111111,0.428571,sign_of_the_zodiac.n.01; school.n.02,sign_of_the_zodiac.n.01; school.n.02
assignment,house synonyms × train synonyms,sign_of_the_zodiac,trail,0.166667,0.615385,sign_of_the_zodiac.n.01; trail.n.01,sign_of_the_zodiac.n.01; trail.n.01
assignment,house synonyms × train synonyms,sign_of_the_zodiac,wagon_train,0.090909,0.166667,sign_of_the_zodiac.n.01; caravan.n.01,sign_of_the_zodiac.n.01; caravan.n.01
assignment,house synonyms × train synonyms,star_sign,aim,0.142857,0.571429,sign_of_the_zodiac.n.01; bearing.n.02,sign_of_the_zodiac.n.01; bearing.n.02
assignment,house synonyms × train synonyms,star_sign,prepare,,,,
assignment,house synonyms × train synonyms,star_sign,develop,,,,
assignment,house synonyms × train synonyms,star_sign,direct,,,,
assignment,house synonyms × train synonyms,star_sign,discipline,0.1,0.181818,sign_of_the_zodiac.n.01; discipline.n.03,sign_of_the_zodiac.n.01; discipline.n.03
assignment,house synonyms × train synonyms,star_sign,educate,,,,
assignment,house synonyms × train synonyms,star_sign,take,0.066667,0.125,sign_of_the_zodiac.n.01; return.n.06,sign_of_the_zodiac.n.01; return.n.06
assignment,house synonyms × train synonyms,star_sign,coach,0.1,0.4,sign_of_the_zodiac.n.01; bus.n.01,sign_of_the_zodiac.n.01; bus.n.01
assignment,house synonyms × train synonyms,star_sign,caravan,0.090909,0.333333,sign_of_the_zodiac.n.01; caravan.n.01,sign_of_the_zodiac.n.01; van.n.04
assignment,house synonyms × train synonyms,star_sign,condition,0.1,0.181818,sign_of_the_zodiac.n.01; condition.n.01,sign_of_the_zodiac.n.01; condition.n.01
assignment,house synonyms × train synonyms,star_sign,groom,0.090909,0.375,sign_of_the_zodiac.n.01; groom.n.01,sign_of_the_zodiac.n.01; groom.n.01
assignment,house synonyms × train synonyms,star_sign,railroad_train,0.1,0.4,sign_of_the_zodiac.n.01; train.n.01,sign_of_the_zodiac.n.01; train.n.01
assignment,house synonyms × train synonyms,star_sign,string,0.111111,0.428571,sign_of_the_zodiac.n.01; string.n.01,sign_of_the_zodiac.n.01; string.n.01
assignment,house synonyms × train synonyms,star_sign,take_aim,,,,
assignment,house synonyms × train synonyms,star_sign,check,0.1,0.4,sign_of_the_zodiac.n.01; check.n.10,sign_of_the_zodiac.n.01; check.n.10
assignment,house synonyms × train synonyms,star_sign,civilise,,,,
assignment,house synonyms × train synonyms,star_sign,civilize,,,,
assignment,house synonyms × train synonyms,star_sign,cultivate,,,,
assignment,house synonyms × train synonyms,star_sign,gear,0.111111,0.428571,sign_of_the_zodiac.n.01; gear.n.04,sign_of_the_zodiac.n.01; gear.n.04
assignment,house synonyms × train synonyms,star_sign,gearing,0.083333,0.352941,sign_of_the_zodiac.n.01; gearing.n.01,sign_of_the_zodiac.n.01; gearing.n.01
assignment,house synonyms × train synonyms,star_sign,geartrain,0.083333,0.352941,sign_of_the_zodiac.n.01; gearing.n.01,sign_of_the_zodiac.n.01; gearing.n.01
assignment,house synonyms × train synonyms,star_sign,power_train,0.083333,0.352941,sign_of_the_zodiac.n.01; gearing.n.01,sign_of_the_zodiac.n.01; gearing.n.01
assignment,house synonyms × train synonyms,star_sign,rail,0.1,0.4,sign_of_the_zodiac.n.01; rail.n.04,sign_of_the_zodiac.n.01; rail.n.04
assignment,house synonyms × train synonyms,star_sign,school,0.111111,0.428571,sign_of_the_zodiac.n.01; school.n.02,sign_of_the_zodiac.n.01; school.n.02
assignment,house synonyms × train synonyms,star_sign,trail,0.166667,0.615385,sign_of_the_zodiac.n.01; trail.n.01,sign_of_the_zodiac.n.01; trail.n.01
assignment,house synonyms × train synonyms,star_sign,wagon_train,0.090909,0.166667,sign_of_the_zodiac.n.01; caravan.n.01,sign_of_the_zodiac.n.01; caravan.n.01
student,potato synonyms × tiger synonyms,irish_potato,panthera_tigris,0.05,0.173913,potato.n.01; tiger.n.02,potato.n.01; tiger.n.02
student,potato synonyms × tiger synonyms,murphy,panthera_tigris,0.05,0.173913,potato.n.01; tiger.n.02,potato.n.01; tiger.n.02
student,potato synonyms × tiger synonyms,solanum_tuberosum,panthera_tigris,0.071429,0.48,potato.n.02; tiger.n.02,potato.n.02; tiger.n.02
student,potato synonyms × tiger synonyms,spud,panthera_tigris,0.052632,0.307692,spud.n.02; tiger.n.02,spud.n.02; tiger.n.02
student,potato synonyms × tiger synonyms,tater,panthera_tigris,0.05,0.173913,potato.n.01; tiger.n.02,potato.n.01; tiger.n.02
student,potato synonyms × tiger synonyms,white_potato,panthera_tigris,0.071429,0.48,potato.n.02; tiger.n.02,potato.n.02; tiger.n.02
student,potato synonyms × tiger synonyms,white_potato_vine,panthera_tigris,0.071429,0.48,potato.n.02; tiger.n.02,potato.n.02; tiger.n.02
